cell_id,day,donor,cell_type,technology
5d040fa5dbe4,3,32606,EryP,citeseq
af75beeb61c6,4,13176,EryP,citeseq
d791c968bb82,4,13176,EryP,citeseq
59f3dc77d5d5,4,13176,EryP,citeseq
5c07157878d5,4,13176,EryP,citeseq
e16f4787f596,3,13176,EryP,citeseq
c4db52bbc383,4,32606,EryP,citeseq
00493a22c3f9,3,13176,EryP,citeseq
670e6ffcd0e0,4,31800,EryP,citeseq
a194610a1d6d,2,13176,EryP,citeseq
bf04471824e6,4,31800,EryP,citeseq
d0b0213c8621,4,31800,EryP,citeseq
29e941852af6,2,32606,EryP,citeseq
25831993f68a,4,31800,EryP,citeseq
1d129e5ac564,4,31800,EryP,citeseq
3d58c7f3a3d1,3,32606,EryP,citeseq
e64a75b1dfb1,2,13176,EryP,citeseq
2b00c203e886,4,31800,EryP,citeseq
844dfd2f19b8,4,32606,EryP,citeseq
06ac003e8211,3,13176,EryP,citeseq
9c1583d0dc01,4,31800,EryP,citeseq
569338997137,3,13176,EryP,citeseq
32d8e2669b95,4,31800,EryP,citeseq
bb52e0a5cc8b,4,31800,EryP,citeseq
e5ea53e45529,4,32606,EryP,citeseq
df0bdc887c9c,3,32606,EryP,citeseq
724685518fbc,2,31800,EryP,citeseq
09082395d08a,2,32606,EryP,citeseq
99e27b3b05bf,4,32606,EryP,citeseq
38d5fe4f1c8d,4,31800,EryP,citeseq
193471d90a64,4,32606,EryP,citeseq
54df16a55d66,2,32606,EryP,citeseq
b2ac03a89c92,4,32606,EryP,citeseq
ded3affe4ab2,4,32606,EryP,citeseq
bb9fa06db2fe,4,13176,EryP,citeseq
c65adc861b17,2,13176,EryP,citeseq
03ecfeea645f,2,31800,EryP,citeseq
dd3bac7b0b4b,4,31800,EryP,citeseq
d3a041cba598,3,13176,EryP,citeseq
e12671e37222,4,32606,EryP,citeseq
af08c3f8a6a7,2,31800,EryP,citeseq
cfc1aa239dad,3,32606,EryP,citeseq
07efcefcaa31,3,31800,EryP,citeseq
49f74cd523dc,4,13176,EryP,citeseq
b03acba720b5,2,31800,EryP,citeseq
7a6af81f7d44,3,32606,EryP,citeseq
61e33deacbcc,4,13176,EryP,citeseq
f342b86158ff,2,32606,EryP,citeseq
5dc8416dc713,4,13176,EryP,citeseq
e15722a336ca,3,31800,EryP,citeseq
72866d9b59c7,3,32606,EryP,citeseq
e7daf05e7779,3,32606,EryP,citeseq
e10ba7a0e32d,2,31800,EryP,citeseq
8acf8198700b,3,31800,EryP,citeseq
9cc9f78dcea6,4,32606,EryP,citeseq
8e06e00d9060,4,13176,EryP,citeseq
c40a4bb80362,4,13176,EryP,citeseq
2c22b98b8a94,3,31800,EryP,citeseq
e5c2137dd0d5,3,32606,EryP,citeseq
284f59d29f65,2,32606,EryP,citeseq
951cda780352,2,13176,EryP,citeseq
1642e8222a31,3,31800,EryP,citeseq
21d69c677293,4,31800,EryP,citeseq
dece09a4ef91,3,13176,EryP,citeseq
7b0626dd98a8,2,13176,EryP,citeseq
f47c624fa108,2,31800,EryP,citeseq
4ef4c9121014,3,31800,EryP,citeseq
4cfd32b0c3e3,2,13176,EryP,citeseq
2eb622f7facb,4,13176,EryP,citeseq
a5811542856f,4,32606,EryP,citeseq
ae538182b822,3,13176,EryP,citeseq
61ff8bc42034,4,32606,EryP,citeseq
80a934fc12d8,4,31800,EryP,citeseq
f369d9576bfe,4,13176,EryP,citeseq
dd96fa60fc2a,4,31800,EryP,citeseq
699b245d08dc,4,32606,EryP,citeseq
47a870c2f9a2,3,32606,EryP,citeseq
45efd55bdc9c,2,31800,EryP,citeseq
7b9207ea90fe,3,13176,EryP,citeseq
5adeae81217b,4,32606,EryP,citeseq
68a3ff0e5432,4,31800,EryP,citeseq
521ac7484b55,2,32606,EryP,citeseq
04cce08f3aa8,4,13176,EryP,citeseq
abbe6ec3cc0c,4,31800,EryP,citeseq
0db91b4c9347,4,32606,EryP,citeseq
6005f6438726,3,31800,EryP,citeseq
0a03321594bd,2,32606,EryP,citeseq
36f819af6025,4,31800,EryP,citeseq
1e636717ece5,3,31800,EryP,citeseq
5383800f6384,3,13176,EryP,citeseq
8781fed12592,3,31800,EryP,citeseq
cc622eefebe2,4,31800,EryP,citeseq
1a387e710d1c,4,13176,EryP,citeseq
66a80947c9b9,3,13176,EryP,citeseq
4ab5ab5be8c9,4,32606,EryP,citeseq
304509e2d958,4,32606,EryP,citeseq
90d018e2c59d,3,13176,EryP,citeseq
a4ab565ded13,3,13176,EryP,citeseq
d85bbf614395,4,13176,EryP,citeseq
4f152e7eccae,4,32606,EryP,citeseq
1d7876e7bd31,4,32606,EryP,citeseq
345c2e77906e,4,31800,EryP,citeseq
003e441620fa,2,13176,EryP,citeseq
614891235026,2,31800,EryP,citeseq
e5dadb9e328d,3,32606,EryP,citeseq
cddedf56d13c,4,31800,EryP,citeseq
0ad4882fc9d9,4,32606,EryP,citeseq
ad1e06decdee,2,13176,EryP,citeseq
fcd6b96d4554,4,13176,EryP,citeseq
2919a0b8bf2b,4,31800,EryP,citeseq
55eef7464449,3,13176,EryP,citeseq
723c819faf15,2,13176,EryP,citeseq
267664e8b0d2,2,32606,EryP,citeseq
724b644b6839,2,32606,EryP,citeseq
fafeb209fbfd,3,13176,EryP,citeseq
f68a45e2fd21,4,32606,EryP,citeseq
fe0f98045791,4,13176,EryP,citeseq
4801130c8e8e,3,32606,EryP,citeseq
41ada9aff083,3,31800,EryP,citeseq
6f846a021895,4,32606,EryP,citeseq
d23573c920b2,4,32606,EryP,citeseq
c21a0802b609,4,32606,EryP,citeseq
58b4879811af,4,13176,EryP,citeseq
e5ed4e9e4c5d,4,31800,EryP,citeseq
b0e003fc5d26,2,32606,EryP,citeseq
6ea92aaf0010,4,32606,EryP,citeseq
e56e0cb231c6,4,13176,EryP,citeseq
44bce5f8292c,2,31800,EryP,citeseq
b29c3ad8e5a3,3,13176,EryP,citeseq
b8bb96a1d7cd,3,13176,EryP,citeseq
fece4ef08c57,4,32606,EryP,citeseq
0ec6fdf1126c,4,32606,EryP,citeseq
85cf7aa702cc,4,31800,EryP,citeseq
ea8785ba7137,4,32606,EryP,citeseq
fbfd95916e31,3,31800,EryP,citeseq
df9ddf92c3b4,3,32606,EryP,citeseq
6c475fb97d97,2,32606,EryP,citeseq
5346e0cc1916,4,31800,EryP,citeseq
86657cdeedd9,2,32606,EryP,citeseq
aec230e27f57,4,31800,EryP,citeseq
012def5960a1,4,31800,EryP,citeseq
d5eaff322cf9,4,31800,EryP,citeseq
15d12f4e04ce,3,13176,EryP,citeseq
6ef91b931a0e,3,32606,EryP,citeseq
1c64213edf48,4,31800,EryP,citeseq
8cff2578f840,4,31800,EryP,citeseq
91400a46a4a0,3,31800,EryP,citeseq
38549774bd28,3,32606,EryP,citeseq
a7d5561758d8,3,32606,EryP,citeseq
4b6296ac4471,4,32606,EryP,citeseq
32aea6adb87b,4,32606,EryP,citeseq
0550fa684804,4,32606,EryP,citeseq
58a788a18a3e,4,31800,EryP,citeseq
6a75918fa19c,4,32606,EryP,citeseq
f75e360357b2,3,31800,EryP,citeseq
35bad97f0dad,3,32606,EryP,citeseq
c05fb2d2ab5e,4,31800,EryP,citeseq
b4dac64d1294,3,32606,EryP,citeseq
e66e83e1e332,4,13176,EryP,citeseq
43c370996a3e,2,32606,EryP,citeseq
67b8d2396007,3,31800,EryP,citeseq
38f4376c9132,4,13176,EryP,citeseq
12ffdc57a29a,3,13176,EryP,citeseq
0586037d619d,2,32606,EryP,citeseq
777653ed784b,3,32606,EryP,citeseq
37d5ac25d480,3,32606,EryP,citeseq
96863e29876c,4,13176,EryP,citeseq
c24fc99404bc,2,31800,EryP,citeseq
1ea3135eff51,3,31800,EryP,citeseq
03052e32a7c6,3,31800,EryP,citeseq
13b01a2c389a,2,32606,EryP,citeseq
01466f62031b,2,31800,EryP,citeseq
b91815693656,4,31800,EryP,citeseq
da9c213f27b7,2,31800,EryP,citeseq
aa5f2bb3fb21,2,13176,EryP,citeseq
501e59fdfba5,4,13176,EryP,citeseq
a2cd1abd0e96,3,13176,EryP,citeseq
3ee786b326bf,2,13176,EryP,citeseq
2c7c137b8436,3,13176,EryP,citeseq
9ea8a5739341,4,31800,EryP,citeseq
33f6b51971a6,4,31800,EryP,citeseq
d82dfeda4b67,3,32606,EryP,citeseq
cd7ef1fcdbd9,4,13176,EryP,citeseq
43deeba80d6c,2,32606,EryP,citeseq
5102aae4c3fb,4,31800,EryP,citeseq
75dd6d5ff411,3,32606,EryP,citeseq
03ae4b2c5692,2,32606,EryP,citeseq
c53f2df7f647,4,31800,EryP,citeseq
e436e3db290a,4,32606,EryP,citeseq
627b77f59461,4,13176,EryP,citeseq
29fdfdbfcce0,3,13176,EryP,citeseq
0b2dcd233773,4,13176,EryP,citeseq
a0935d212c4f,3,31800,EryP,citeseq
c284f05e2556,2,31800,EryP,citeseq
55a13313a087,3,31800,EryP,citeseq
ea3891533297,4,32606,EryP,citeseq
b6a058f80a83,4,32606,EryP,citeseq
c28359bad91a,4,31800,EryP,citeseq
d88ebb1e0c22,4,32606,EryP,citeseq
7a70f7baf585,4,31800,EryP,citeseq
9a7e70c78916,4,32606,EryP,citeseq
87df0b722443,3,13176,EryP,citeseq
23f84c056ecb,3,32606,EryP,citeseq
ee985a4c3ce7,4,31800,EryP,citeseq
ace20bb14ab6,4,32606,EryP,citeseq
5dba121e0db2,4,32606,EryP,citeseq
646198c12aaa,3,31800,EryP,citeseq
358a6230b2e2,4,31800,EryP,citeseq
7ac484cbef04,4,32606,EryP,citeseq
c85cef935efb,4,13176,EryP,citeseq
23a83ea11986,4,32606,EryP,citeseq
176cba658629,2,31800,EryP,citeseq
0d9462cc42a4,2,31800,EryP,citeseq
8c6a283d388f,4,13176,EryP,citeseq
80c1349f9bcf,3,31800,EryP,citeseq
605854322bea,3,32606,EryP,citeseq
97fa7a955ddb,4,31800,EryP,citeseq
b339d52499e1,4,32606,EryP,citeseq
a17f2fd62b20,3,13176,EryP,citeseq
121b068a3ef0,3,32606,EryP,citeseq
a92f68d28d50,4,32606,EryP,citeseq
3ba5ff5c4da2,4,31800,EryP,citeseq
26780f4228d8,3,13176,EryP,citeseq
d7a66e3b2e77,4,13176,EryP,citeseq
02ace854fead,2,31800,EryP,citeseq
d92be3d27ccd,4,13176,EryP,citeseq
8568b4b24f27,4,13176,EryP,citeseq
9de38d0c1617,3,32606,EryP,citeseq
5ee24fa96b94,4,31800,EryP,citeseq
0946ff6ab4dc,3,13176,EryP,citeseq
666ede69d23a,4,13176,EryP,citeseq
1a057798d4b7,4,31800,EryP,citeseq
6d6231fdd023,3,13176,EryP,citeseq
83dce051729d,2,32606,EryP,citeseq
e4454bd2cc44,2,32606,EryP,citeseq
d61baf0a2840,4,13176,EryP,citeseq
37f361ada1fe,3,32606,EryP,citeseq
be5bb0d9461d,3,32606,EryP,citeseq
9d50e70023a7,3,32606,EryP,citeseq
3709da975a0c,2,13176,EryP,citeseq
c06f87858aae,2,13176,EryP,citeseq
208adbd8d627,2,32606,EryP,citeseq
87ee2501129a,2,32606,EryP,citeseq
35cdc54dbe06,4,13176,EryP,citeseq
b94d0aea2f6c,3,32606,EryP,citeseq
9d3b4230ac65,3,13176,EryP,citeseq
ce955c1a38e8,4,31800,EryP,citeseq
79e0a04473c1,4,31800,EryP,citeseq
d99b458fa569,3,31800,EryP,citeseq
27be2811f22f,4,32606,EryP,citeseq
c399c1187f00,4,13176,EryP,citeseq
f804d0eb08a7,2,31800,EryP,citeseq
686b686673bf,4,32606,EryP,citeseq
e5b41768f3cc,4,32606,EryP,citeseq
468958aeda3b,3,13176,EryP,citeseq
363064bde0c5,3,13176,EryP,citeseq
8a69e03f517f,3,32606,EryP,citeseq
1af4182054d2,2,31800,EryP,citeseq
c9117da11892,3,31800,EryP,citeseq
65e1f7bda11a,4,32606,EryP,citeseq
e6c4f08ccf23,3,13176,EryP,citeseq
83c787707b6d,4,32606,EryP,citeseq
0afa6c033ff2,2,32606,EryP,citeseq
954e48981d2c,4,32606,EryP,citeseq
3ca3661b66c5,4,31800,EryP,citeseq
5521ec304393,4,13176,EryP,citeseq
90cd5bcf502f,3,32606,EryP,citeseq
655966ab9190,4,31800,EryP,citeseq
120ae7cf3556,4,13176,EryP,citeseq
5d9b70041532,2,32606,EryP,citeseq
3c38d778baa7,4,31800,EryP,citeseq
e4fc0b1552d5,3,32606,EryP,citeseq
55ba2ff975b1,2,13176,EryP,citeseq
3a60340129ce,3,32606,EryP,citeseq
84e77aa420da,3,13176,EryP,citeseq
0a97c8672733,2,13176,EryP,citeseq
e20f15fdd7b1,3,13176,EryP,citeseq
492b5f6cef5b,4,31800,EryP,citeseq
6b73fe4c575a,4,31800,EryP,citeseq
733e5bb327fc,4,31800,EryP,citeseq
c158e4a99baa,4,32606,EryP,citeseq
b92b95155665,4,13176,EryP,citeseq
160b8915c633,4,31800,EryP,citeseq
73805efadb71,4,13176,EryP,citeseq
33ff2c5c0a76,3,31800,EryP,citeseq
469ec87c9f29,4,31800,EryP,citeseq
b8f71d1ade1b,4,32606,EryP,citeseq
fb00c4b4d192,4,13176,EryP,citeseq
729578fe08c8,4,31800,EryP,citeseq
4a9e025cedbd,3,13176,EryP,citeseq
3a1d93874b2c,3,13176,EryP,citeseq
0cfec82df5c6,4,31800,EryP,citeseq
24c92e14ab41,2,32606,EryP,citeseq
1b56b6a4a863,4,31800,EryP,citeseq
64d0cdd7ed8f,4,32606,EryP,citeseq
ef62ca337d5e,4,13176,EryP,citeseq
321fad8b8e3b,4,13176,EryP,citeseq
1ee010f02155,4,32606,EryP,citeseq
94591d47984d,3,31800,EryP,citeseq
9a7ce21be405,3,32606,EryP,citeseq
ec65dcd486b8,4,13176,EryP,citeseq
9c7062792f8c,4,31800,EryP,citeseq
53921775b583,3,32606,EryP,citeseq
8ab2f7265d52,3,13176,EryP,citeseq
553e10617e42,4,32606,EryP,citeseq
425ad67c9572,2,13176,EryP,citeseq
79ece271225c,3,32606,EryP,citeseq
046459daba00,4,13176,EryP,citeseq
3f294e2919fe,4,32606,EryP,citeseq
2959be48b9c6,4,32606,EryP,citeseq
3a89e4858465,3,32606,EryP,citeseq
04ae3000db8a,2,32606,EryP,citeseq
99c472d7408f,2,13176,EryP,citeseq
36a14cfdc50b,4,13176,EryP,citeseq
a73a4d3dd6a5,2,31800,EryP,citeseq
c7322c170c2e,4,32606,EryP,citeseq
d0db770c383b,3,13176,EryP,citeseq
50869ac92463,3,32606,EryP,citeseq
81fe04737f56,4,13176,EryP,citeseq
1a3e0e7e8ed1,4,31800,EryP,citeseq
0db1144e62f8,2,32606,EryP,citeseq
9b4756e95220,4,31800,EryP,citeseq
08a676b993cb,4,32606,EryP,citeseq
30f331696132,4,32606,EryP,citeseq
2f2bf2cd607c,3,13176,EryP,citeseq
0fd7b1df6cd7,4,31800,EryP,citeseq
2679f050e7ff,4,13176,EryP,citeseq
53ec18a8f026,4,13176,EryP,citeseq
acb991f860b9,4,31800,EryP,citeseq
7e91e3febf1f,3,13176,EryP,citeseq
051d5e32acb8,3,31800,EryP,citeseq
2b8ee06a9fb9,2,32606,EryP,citeseq
3748abb02d85,4,13176,EryP,citeseq
ca51d6248d32,3,31800,EryP,citeseq
fff1ddee495d,4,31800,EryP,citeseq
7c3b3afd9f8a,4,31800,EryP,citeseq
688f639fd3c6,2,31800,EryP,citeseq
5acc0ea7995a,3,31800,EryP,citeseq
d3c70f130b75,4,13176,EryP,citeseq
0ea3f4621725,4,13176,EryP,citeseq
355e32af7b81,4,32606,EryP,citeseq
20285d2a80fa,2,32606,EryP,citeseq
eed162eb8b8e,3,31800,EryP,citeseq
22e307370499,4,32606,EryP,citeseq
90cae89109a2,2,31800,EryP,citeseq
46228b3588c6,4,31800,EryP,citeseq
8d7a6ff24386,4,32606,EryP,citeseq
4e12631b96ce,4,31800,EryP,citeseq
b8b0dc61f2e9,4,13176,EryP,citeseq
a711c0ebd23d,4,31800,EryP,citeseq
52ba44f5b729,3,32606,EryP,citeseq
d3df8ab4ad21,4,31800,EryP,citeseq
7692d4c2c278,4,31800,EryP,citeseq
339d414bfd75,4,13176,EryP,citeseq
cb7d80d56e57,4,31800,EryP,citeseq
73a1c14edd22,2,32606,EryP,citeseq
d79c008699d5,4,32606,EryP,citeseq
935c6696b7ce,3,32606,EryP,citeseq
07f8bd1f1439,2,31800,EryP,citeseq
464f8c0de080,3,31800,EryP,citeseq
26f8dbc24dc4,4,32606,EryP,citeseq
0e4a8f9c5972,3,13176,EryP,citeseq
90d646732651,4,13176,EryP,citeseq
42d330e4ba58,4,32606,EryP,citeseq
038583a8d013,4,32606,EryP,citeseq
174417524f2e,4,31800,EryP,citeseq
7b4e39284ce8,3,31800,EryP,citeseq
58554f135a75,4,32606,EryP,citeseq
1258a952a549,3,32606,EryP,citeseq
2048e16b3d88,3,31800,EryP,citeseq
d85eebcdd665,2,32606,EryP,citeseq
0ebe52f0a154,3,32606,EryP,citeseq
15a168537a61,3,13176,EryP,citeseq
13a06a7c0d95,2,32606,EryP,citeseq
c8fe5b020595,4,32606,EryP,citeseq
d08efc006ee8,4,13176,EryP,citeseq
9c0917bd2928,4,13176,EryP,citeseq
a9b6e8a7edfb,4,13176,EryP,citeseq
eb008dd50786,3,32606,EryP,citeseq
0f430c7850b1,4,32606,EryP,citeseq
c4f4a73263da,4,13176,EryP,citeseq
856cf5ce33d9,4,13176,EryP,citeseq
001b489fe53a,4,13176,EryP,citeseq
b969415cbb70,2,31800,EryP,citeseq
2a9f115f8328,2,31800,EryP,citeseq
297d4712d4e7,4,31800,EryP,citeseq
e6f11f3b5c62,4,32606,EryP,citeseq
3879730c8de2,2,32606,EryP,citeseq
20d27ab7f98f,2,31800,EryP,citeseq
087348e7eb45,4,13176,EryP,citeseq
57f9e076ca79,4,31800,EryP,citeseq
7268f2961766,3,31800,EryP,citeseq
52b6dafc34b1,4,13176,EryP,citeseq
2ff8465d7087,4,31800,EryP,citeseq
a2e80b0ec4a5,3,32606,EryP,citeseq
9d97f95866e8,4,13176,EryP,citeseq
e354b5f2516b,4,31800,EryP,citeseq
8dd871645fa0,2,13176,EryP,citeseq
70efa9512cd4,4,31800,EryP,citeseq
bd13967eb3aa,4,13176,EryP,citeseq
bc3b12cfd309,2,13176,EryP,citeseq
19676837fac5,4,13176,EryP,citeseq
1afaca853021,4,32606,EryP,citeseq
fa4c2ea52d3c,3,32606,EryP,citeseq
b2bf972af409,3,31800,EryP,citeseq
5b3d9911c347,3,13176,EryP,citeseq
daa498098696,4,31800,EryP,citeseq
a80d01d8d36e,2,32606,EryP,citeseq
290a6c5c74d7,3,32606,EryP,citeseq
0352d34f85a3,2,32606,EryP,citeseq
95acf23a700d,3,31800,EryP,citeseq
7855620b3a97,3,31800,EryP,citeseq
bc2ed8fe7674,3,13176,EryP,citeseq
52232d2996e2,4,31800,EryP,citeseq
f15358e1020b,4,32606,EryP,citeseq
fc7f97345d31,3,32606,EryP,citeseq
7712a11841a7,4,13176,EryP,citeseq
e209bcfd8656,3,13176,EryP,citeseq
13e3152d8927,2,32606,EryP,citeseq
797d41a73dee,3,32606,EryP,citeseq
d9309b3857ca,4,31800,EryP,citeseq
9c5992425a0e,3,31800,EryP,citeseq
c8959e6536d8,4,31800,EryP,citeseq
01fcd31cee7c,3,32606,EryP,citeseq
26badead0519,4,31800,EryP,citeseq
a2f586a4121c,2,31800,EryP,citeseq
09f44b4a362d,2,31800,EryP,citeseq
9cc4c9300ae1,4,13176,EryP,citeseq
ee94f32bed6e,3,32606,EryP,citeseq
7cb4e287a460,3,31800,EryP,citeseq
10e5b9feda68,4,13176,EryP,citeseq
0f369506e85e,2,31800,EryP,citeseq
14edd4cfe0b4,4,13176,EryP,citeseq
e738cfe69d52,4,31800,EryP,citeseq
27aeac9901f0,4,13176,EryP,citeseq
55cb1ec6e6f8,4,31800,EryP,citeseq
658170ddbd9d,4,32606,EryP,citeseq
1208cda4ed5b,3,13176,EryP,citeseq
165e4be4db84,2,32606,EryP,citeseq
1119e263cfab,2,31800,EryP,citeseq
bc72b44321f0,3,31800,EryP,citeseq
98bcadc7c6c8,4,32606,EryP,citeseq
63658bb4b88b,3,32606,EryP,citeseq
dc3814c751bd,3,32606,EryP,citeseq
1fa22c27957b,4,31800,EryP,citeseq
ee21787a23a4,2,32606,EryP,citeseq
a4a349c8b2ce,3,32606,EryP,citeseq
ccdb3c62e6ee,4,31800,EryP,citeseq
08ac3f128412,4,13176,EryP,citeseq
9fce55f7c8bd,3,31800,EryP,citeseq
6eb8c187d1ef,4,13176,EryP,citeseq
b549be4ce778,2,13176,EryP,citeseq
314ca4f07088,2,31800,EryP,citeseq
69f03b272615,4,31800,EryP,citeseq
39f7bfd61297,4,31800,EryP,citeseq
a0f79af7ba83,4,31800,EryP,citeseq
ace62100269a,2,31800,EryP,citeseq
5952a1cd262f,2,31800,EryP,citeseq
8f66a01627d3,2,32606,EryP,citeseq
ef6462cf343d,4,13176,EryP,citeseq
76e28180bb59,4,13176,EryP,citeseq
7624305c75d6,2,32606,EryP,citeseq
a2ed4286f0dc,4,32606,EryP,citeseq
3d2c676a16c9,2,13176,EryP,citeseq
56e0b3e6c695,4,32606,EryP,citeseq
008b7e6d03d0,2,13176,EryP,citeseq
37a11eb00624,4,31800,EryP,citeseq
5db14ddf9a94,4,13176,EryP,citeseq
67b376f6489e,4,31800,EryP,citeseq
cff498154a97,4,13176,EryP,citeseq
c7fa9bb17cce,3,31800,EryP,citeseq
f9d0dbe28fea,2,31800,EryP,citeseq
a15ad424e901,4,32606,EryP,citeseq
5d295d9f6ee1,4,13176,EryP,citeseq
e8a260943cd5,4,32606,EryP,citeseq
2ad2c7bf24d5,2,13176,EryP,citeseq
9481db97e6c3,2,13176,EryP,citeseq
c0f3be3f0c73,3,31800,EryP,citeseq
4a6d499af670,2,31800,EryP,citeseq
7062b68822c1,2,32606,EryP,citeseq
124656a0b317,3,32606,EryP,citeseq
862e7c340a38,3,32606,EryP,citeseq
682ea195fb0c,4,31800,EryP,citeseq
57e36faa4ede,3,32606,EryP,citeseq
6388d18d8969,4,31800,EryP,citeseq
e64d6026056d,3,13176,EryP,citeseq
e8d484901a20,4,32606,EryP,citeseq
0d739d30e92b,2,32606,EryP,citeseq
4576bef2bc92,2,31800,EryP,citeseq
653c5f77b5fe,4,32606,EryP,citeseq
7bdb52a3ff13,4,13176,EryP,citeseq
d7e5775030de,3,32606,EryP,citeseq
1444d20795c1,4,32606,EryP,citeseq
ff20cac41f8c,3,32606,EryP,citeseq
f11308241456,3,32606,EryP,citeseq
d0b0873d4afc,3,13176,EryP,citeseq
0f9eb8234ec9,2,32606,EryP,citeseq
c9c1195023c8,3,32606,EryP,citeseq
2353efc91d7b,2,31800,EryP,citeseq
0e45c81e11c1,4,31800,EryP,citeseq
80bc6d1b63da,4,31800,EryP,citeseq
1946ff0717ec,4,32606,EryP,citeseq
ee0adb34e67f,4,32606,EryP,citeseq
f4b4ce012f03,3,32606,EryP,citeseq
9aa989ac175a,4,32606,EryP,citeseq
8857c79b0fa4,2,32606,EryP,citeseq
673213a32f39,4,13176,EryP,citeseq
5dc7981a908f,4,32606,EryP,citeseq
2390c9bed59d,2,13176,EryP,citeseq
418f78392a5a,4,31800,EryP,citeseq
43fc519f8309,3,32606,EryP,citeseq
3d7bdae4e48f,3,31800,EryP,citeseq
36dcb65fb43d,4,32606,EryP,citeseq
a4f011170e93,4,32606,EryP,citeseq
f86c21a5a102,2,31800,EryP,citeseq
c1d302490cb6,3,32606,EryP,citeseq
dc3811215d19,3,31800,EryP,citeseq
79beb279fa08,4,13176,EryP,citeseq
001646b1ac91,2,31800,EryP,citeseq
517c3fbc9b1f,2,31800,EryP,citeseq
808f33d3f119,2,32606,EryP,citeseq
098405c874ed,2,31800,EryP,citeseq
1285d2368e2e,2,13176,EryP,citeseq
c4bcb6e167de,4,31800,EryP,citeseq
eb4d6e3cf6f9,2,31800,EryP,citeseq
37179f3d51fe,2,32606,EryP,citeseq
64b7be686944,4,31800,EryP,citeseq
f57cf8956177,3,32606,EryP,citeseq
10094ede3e58,4,31800,EryP,citeseq
ef08122b73e4,4,32606,EryP,citeseq
9280a4f2390a,4,31800,EryP,citeseq
349103c5e0ed,2,32606,EryP,citeseq
a601d5fc1b57,2,13176,EryP,citeseq
2ddd2854d93a,3,31800,EryP,citeseq
c368a6622a14,3,31800,EryP,citeseq
40d92c7b5c74,4,31800,EryP,citeseq
e9fda791c14a,2,13176,EryP,citeseq
de465d316fc3,2,31800,EryP,citeseq
a191d2445072,4,31800,EryP,citeseq
7e14fd51388c,4,31800,EryP,citeseq
6936e4e1e06b,3,32606,EryP,citeseq
26843b4d2a22,2,32606,EryP,citeseq
0b56e179f47c,3,32606,EryP,citeseq
29fe88fb7d5b,2,31800,EryP,citeseq
b45adb92c81b,2,31800,EryP,citeseq
66f2ead45665,2,13176,EryP,citeseq
49fda1ef3934,2,32606,EryP,citeseq
8c3d14b33034,4,31800,EryP,citeseq
0b1a684765e8,3,13176,EryP,citeseq
f179a8553bea,4,31800,EryP,citeseq
7ca97faca5f5,2,32606,EryP,citeseq
6471cdce8bf9,4,13176,EryP,citeseq
f29b5c57b9c3,2,32606,EryP,citeseq
ef6201ef19bc,4,13176,EryP,citeseq
c53df08ed802,4,13176,EryP,citeseq
fcfba9d85bc3,4,13176,EryP,citeseq
ca214fd9dcc9,4,32606,EryP,citeseq
556683adcc30,4,13176,EryP,citeseq
2ff08a27c6e2,4,32606,EryP,citeseq
5bd61c8b760e,3,13176,EryP,citeseq
fa5b2342896d,3,32606,EryP,citeseq
8f0c8b1490a8,4,13176,EryP,citeseq
caf2e2212a06,4,32606,EryP,citeseq
ece2741f1a42,2,32606,EryP,citeseq
629f09874232,4,13176,EryP,citeseq
c3b2e879f464,4,32606,EryP,citeseq
63be5416eb3d,4,31800,EryP,citeseq
a6b9ec707066,4,13176,EryP,citeseq
9dd213ebae45,2,13176,EryP,citeseq
6fb19c2af0b4,2,13176,EryP,citeseq
6adc460767e2,3,32606,EryP,citeseq
015683ed3424,3,31800,EryP,citeseq
a5c1c3659af7,4,13176,EryP,citeseq
d271efd4e513,4,13176,EryP,citeseq
358b413a824c,4,13176,EryP,citeseq
b611b8635064,4,31800,EryP,citeseq
21dda75bfd68,3,31800,EryP,citeseq
111cae2b0e49,3,31800,EryP,citeseq
c446802fe30c,4,31800,EryP,citeseq
08a1e09993c1,4,31800,EryP,citeseq
194183a6fca6,3,31800,EryP,citeseq
9f0a4efa9f9d,2,31800,EryP,citeseq
8c0d0551dd95,4,31800,EryP,citeseq
981e5bf70b2f,4,32606,EryP,citeseq
30ab296ce01b,4,13176,EryP,citeseq
55190ea164bd,3,13176,EryP,citeseq
a36cfbc102bb,2,32606,EryP,citeseq
84a5fb17c79a,4,32606,EryP,citeseq
2217806b0751,4,13176,EryP,citeseq
c2dca3843c2f,4,32606,EryP,citeseq
e6ab9219b1d6,2,31800,EryP,citeseq
4aed8ca48779,2,32606,EryP,citeseq
4824d99b2791,3,32606,EryP,citeseq
1508340e3785,3,31800,EryP,citeseq
a2d04f5cedf6,4,31800,EryP,citeseq
08000b86c687,4,31800,EryP,citeseq
c9c995b215e9,4,32606,EryP,citeseq
bc2f69ec1f05,4,32606,EryP,citeseq
7268c6846110,3,31800,EryP,citeseq
5983d761ec39,2,13176,EryP,citeseq
ebcc70e01b0f,4,32606,EryP,citeseq
64fc469db521,4,32606,EryP,citeseq
9aecef63b099,3,31800,EryP,citeseq
150a33a19488,3,31800,EryP,citeseq
3415c58cf34b,2,32606,EryP,citeseq
f1387bb58d2c,4,32606,EryP,citeseq
22360c10e699,3,13176,EryP,citeseq
